66033 silly lifecycle boom@2.10.1~preinstall: no script for preinstall, continuing
71280 silly linkStuff got@3.3.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71281 verbose linkBins got@3.3.1
71282 verbose linkMans got@3.3.1
71283 silly build package-json@1.2.0
71284 info linkStuff package-json@1.2.0
71285 silly linkStuff package-json@1.2.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71286 verbose linkBins package-json@1.2.0
71287 verbose linkMans package-json@1.2.0
71288 silly build latest-version@1.0.1
71289 info linkStuff latest-version@1.0.1
71290 silly linkStuff latest-version@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71291 verbose linkBins latest-version@1.0.1
71292 verbose linkBins [ { 'latest-version': 'cli.js' },
71292 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71292 verbose linkBins   false ]
71293 verbose linkMans latest-version@1.0.1
71294 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/latest-version is being purged
71295 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/latest-version
71296 silly build inflight@1.0.6
71297 info linkStuff inflight@1.0.6
71298 silly linkStuff inflight@1.0.6 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71299 verbose linkBins inflight@1.0.6
71300 verbose linkMans inflight@1.0.6
71301 silly build glob@5.0.15
71302 info linkStuff glob@5.0.15
71303 silly linkStuff glob@5.0.15 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71304 verbose linkBins glob@5.0.15
71305 verbose linkMans glob@5.0.15
71306 silly build glob@7.1.1
71307 info linkStuff glob@7.1.1
71308 silly linkStuff glob@7.1.1 has /Users/dailenspencer/Projects/Herena/node_modules/shelljs/node_modules as its parent node_modules
71309 verbose linkBins glob@7.1.1
71310 verbose linkMans glob@7.1.1
71311 silly build shelljs@0.7.0
71312 info linkStuff shelljs@0.7.0
71313 silly linkStuff shelljs@0.7.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71314 verbose linkBins shelljs@0.7.0
71315 verbose linkBins [ { shjs: './bin/shjs' },
71315 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71315 verbose linkBins   false ]
71316 verbose linkMans shelljs@0.7.0
71317 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/shjs is being purged
71318 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/shjs
71319 silly build write-file-atomic@1.2.0
71320 info linkStuff write-file-atomic@1.2.0
71321 silly linkStuff write-file-atomic@1.2.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71322 verbose linkBins write-file-atomic@1.2.0
71323 verbose linkMans write-file-atomic@1.2.0
71324 silly build xdg-basedir@2.0.0
71325 info linkStuff xdg-basedir@2.0.0
71326 silly linkStuff xdg-basedir@2.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71327 verbose linkBins xdg-basedir@2.0.0
71328 verbose linkMans xdg-basedir@2.0.0
71329 silly build configstore@1.4.0
71330 info linkStuff configstore@1.4.0
71331 silly linkStuff configstore@1.4.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71332 verbose linkBins configstore@1.4.0
71333 verbose linkMans configstore@1.4.0
71334 silly build update-notifier@0.5.0
71335 info linkStuff update-notifier@0.5.0
71336 silly linkStuff update-notifier@0.5.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71337 verbose linkBins update-notifier@0.5.0
71338 verbose linkMans update-notifier@0.5.0
71339 silly build xtend@4.0.1
71340 info linkStuff xtend@4.0.1
71341 silly linkStuff xtend@4.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71342 verbose linkBins xtend@4.0.1
71343 verbose linkMans xtend@4.0.1
71344 silly build y18n@3.2.1
71345 info linkStuff y18n@3.2.1
71346 silly linkStuff y18n@3.2.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71347 verbose linkBins y18n@3.2.1
71348 verbose linkMans y18n@3.2.1
71349 silly build yallist@2.0.0
71350 info linkStuff yallist@2.0.0
71351 silly linkStuff yallist@2.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71352 verbose linkBins yallist@2.0.0
71353 verbose linkMans yallist@2.0.0
71354 silly build lru-cache@4.0.2
71355 info linkStuff lru-cache@4.0.2
71356 silly linkStuff lru-cache@4.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71357 verbose linkBins lru-cache@4.0.2
71358 verbose linkMans lru-cache@4.0.2
71359 silly build cross-spawn@3.0.1
71360 info linkStuff cross-spawn@3.0.1
71361 silly linkStuff cross-spawn@3.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71362 verbose linkBins cross-spawn@3.0.1
71363 verbose linkMans cross-spawn@3.0.1
71364 silly build cross-env@3.1.3
71365 info linkStuff cross-env@3.1.3
71366 silly linkStuff cross-env@3.1.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71367 verbose linkBins cross-env@3.1.3
71368 verbose linkBins [ { 'cross-env': 'bin/cross-env.js' },
71368 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71368 verbose linkBins   false ]
71369 verbose linkMans cross-env@3.1.3
71370 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/cross-env is being purged
71371 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/cross-env
71372 silly build yargs@3.10.0
71373 info linkStuff yargs@3.10.0
71374 silly linkStuff yargs@3.10.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71375 verbose linkBins yargs@3.10.0
71376 verbose linkMans yargs@3.10.0
71377 silly build uglify-js@2.7.5
71378 info linkStuff uglify-js@2.7.5
71379 silly linkStuff uglify-js@2.7.5 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71380 verbose linkBins uglify-js@2.7.5
71381 verbose linkBins [ { uglifyjs: 'bin/uglifyjs' },
71381 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71381 verbose linkBins   false ]
71382 verbose linkMans uglify-js@2.7.5
71383 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/uglifyjs is being purged
71384 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/uglifyjs
71385 silly build camelcase@3.0.0
71386 info linkStuff camelcase@3.0.0
71387 silly linkStuff camelcase@3.0.0 has /Users/dailenspencer/Projects/Herena/node_modules/yargs-parser/node_modules as its parent node_modules
71388 verbose linkBins camelcase@3.0.0
71389 verbose linkMans camelcase@3.0.0
71390 silly build lodash.assign@4.2.0
71391 info linkStuff lodash.assign@4.2.0
71392 silly linkStuff lodash.assign@4.2.0 has /Users/dailenspencer/Projects/Herena/node_modules/yargs-parser/node_modules as its parent node_modules
71393 verbose linkBins lodash.assign@4.2.0
71394 verbose linkMans lodash.assign@4.2.0
71395 silly build yargs-parser@2.4.1
71396 info linkStuff yargs-parser@2.4.1
71397 silly linkStuff yargs-parser@2.4.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71398 verbose linkBins yargs-parser@2.4.1
71399 verbose linkMans yargs-parser@2.4.1
71400 silly build yargs@4.7.1
71401 info linkStuff yargs@4.7.1
71402 silly linkStuff yargs@4.7.1 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules as its parent node_modules
71403 verbose linkBins yargs@4.7.1
71404 verbose linkMans yargs@4.7.1
71405 silly build babel-cli@6.18.0
71406 info linkStuff babel-cli@6.18.0
71407 silly linkStuff babel-cli@6.18.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71408 verbose linkBins babel-cli@6.18.0
71409 verbose linkBins [ { 'babel-doctor': './bin/babel-doctor.js',
71409 verbose linkBins     babel: './bin/babel.js',
71409 verbose linkBins     'babel-node': './bin/babel-node.js',
71409 verbose linkBins     'babel-external-helpers': './bin/babel-external-helpers.js' },
71409 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71409 verbose linkBins   false ]
71410 verbose linkMans babel-cli@6.18.0
71411 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel-doctor is being purged
71412 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel-doctor
71413 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel is being purged
71414 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel
71415 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel-node is being purged
71416 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel-node
71417 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel-external-helpers is being purged
71418 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/babel-external-helpers
71419 silly build babel-loader@6.2.8
71420 info linkStuff babel-loader@6.2.8
71421 silly linkStuff babel-loader@6.2.8 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71422 verbose linkBins babel-loader@6.2.8
71423 verbose linkMans babel-loader@6.2.8
71424 silly build babel-preset-es2015@6.18.0
71425 info linkStuff babel-preset-es2015@6.18.0
71426 silly linkStuff babel-preset-es2015@6.18.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71427 verbose linkBins babel-preset-es2015@6.18.0
71428 verbose linkMans babel-preset-es2015@6.18.0
71429 silly build babel-preset-react@6.16.0
71430 info linkStuff babel-preset-react@6.16.0
71431 silly linkStuff babel-preset-react@6.16.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71432 verbose linkBins babel-preset-react@6.16.0
71433 verbose linkMans babel-preset-react@6.16.0
71434 silly build babel-preset-stage-0@6.5.0
71435 info linkStuff babel-preset-stage-0@6.5.0
71436 silly linkStuff babel-preset-stage-0@6.5.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71437 verbose linkBins babel-preset-stage-0@6.5.0
71438 verbose linkMans babel-preset-stage-0@6.5.0
71439 silly build body-parser@1.15.2
71440 info linkStuff body-parser@1.15.2
71441 silly linkStuff body-parser@1.15.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71442 verbose linkBins body-parser@1.15.2
71443 verbose linkMans body-parser@1.15.2
71444 silly build bower@1.8.0
71445 info linkStuff bower@1.8.0
71446 silly linkStuff bower@1.8.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71447 verbose linkBins bower@1.8.0
71448 verbose linkBins [ { bower: 'bin/bower' },
71448 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71448 verbose linkBins   false ]
71449 verbose linkMans bower@1.8.0
71450 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/bower is being purged
71451 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/bower
71452 silly build cookie-parser@1.4.3
71453 info linkStuff cookie-parser@1.4.3
71454 silly linkStuff cookie-parser@1.4.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71455 verbose linkBins cookie-parser@1.4.3
71456 verbose linkMans cookie-parser@1.4.3
71457 silly build css-loader@0.23.1
71458 info linkStuff css-loader@0.23.1
71459 silly linkStuff css-loader@0.23.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71460 verbose linkBins css-loader@0.23.1
71461 verbose linkMans css-loader@0.23.1
71462 silly build express@4.14.0
71463 info linkStuff express@4.14.0
71464 silly linkStuff express@4.14.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71465 verbose linkBins express@4.14.0
71466 verbose linkMans express@4.14.0
71467 silly build firebase@3.6.2
71468 info linkStuff firebase@3.6.2
71469 silly linkStuff firebase@3.6.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71470 verbose linkBins firebase@3.6.2
71471 verbose linkMans firebase@3.6.2
71472 silly build firebase-admin@4.0.3
71473 info linkStuff firebase-admin@4.0.3
71474 silly linkStuff firebase-admin@4.0.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71475 verbose linkBins firebase-admin@4.0.3
71476 verbose linkMans firebase-admin@4.0.3
71477 silly build flexbox@0.0.3
71478 info linkStuff flexbox@0.0.3
71479 silly linkStuff flexbox@0.0.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71480 verbose linkBins flexbox@0.0.3
71481 verbose linkMans flexbox@0.0.3
71482 silly build jquery@3.1.1
71483 info linkStuff jquery@3.1.1
71484 silly linkStuff jquery@3.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71485 verbose linkBins jquery@3.1.1
71486 verbose linkMans jquery@3.1.1
71487 silly build material-ui@0.16.4
71488 info linkStuff material-ui@0.16.4
71489 silly linkStuff material-ui@0.16.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71490 verbose linkBins material-ui@0.16.4
71491 verbose linkMans material-ui@0.16.4
71492 silly build morgan@1.7.0
71493 info linkStuff morgan@1.7.0
71494 silly linkStuff morgan@1.7.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71495 verbose linkBins morgan@1.7.0
71496 verbose linkMans morgan@1.7.0
71497 silly build multer@1.2.0
71498 info linkStuff multer@1.2.0
71499 silly linkStuff multer@1.2.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71500 verbose linkBins multer@1.2.0
71501 verbose linkMans multer@1.2.0
71502 silly build nodemon@1.11.0
71503 info linkStuff nodemon@1.11.0
71504 silly linkStuff nodemon@1.11.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71505 verbose linkBins nodemon@1.11.0
71506 verbose linkBins [ { nodemon: './bin/nodemon.js' },
71506 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71506 verbose linkBins   false ]
71507 verbose linkMans nodemon@1.11.0
71508 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/nodemon is being purged
71509 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/nodemon
71510 silly build nuka-carousel@2.0.3
71511 info linkStuff nuka-carousel@2.0.3
71512 silly linkStuff nuka-carousel@2.0.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71513 verbose linkBins nuka-carousel@2.0.3
71514 verbose linkMans nuka-carousel@2.0.3
71515 silly build react@15.4.0
71516 info linkStuff react@15.4.0
71517 silly linkStuff react@15.4.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71518 verbose linkBins react@15.4.0
71519 verbose linkMans react@15.4.0
71520 silly build react-dom@15.4.0
71521 info linkStuff react-dom@15.4.0
71522 silly linkStuff react-dom@15.4.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71523 verbose linkBins react-dom@15.4.0
71524 verbose linkMans react-dom@15.4.0
71525 silly build react-redux@4.4.6
71526 info linkStuff react-redux@4.4.6
71527 silly linkStuff react-redux@4.4.6 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71528 verbose linkBins react-redux@4.4.6
71529 verbose linkMans react-redux@4.4.6
71530 silly build react-router@2.8.1
71531 info linkStuff react-router@2.8.1
71532 silly linkStuff react-router@2.8.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71533 verbose linkBins react-router@2.8.1
71534 verbose linkMans react-router@2.8.1
71535 silly build react-scroll@1.4.4
71536 info linkStuff react-scroll@1.4.4
71537 silly linkStuff react-scroll@1.4.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71538 verbose linkBins react-scroll@1.4.4
